,personId,name,nameI,firstName,familyName,jerseyNum,assignment,gameId
720,1151,Sean Corbin,S. Corbin,Sean,Corbin,33  ,,22200096
721,201639,Josh Tiven,J. Tiven,Josh,Tiven,58  ,,22200096
722,1629178,Sha'Rae Mitchell,S. Mitchell,Sha'Rae,Mitchell,98  ,,22200096
723,1204,Derek Richardson,D. Richardson,Derek,Richardson,63  ,,22200098
724,101284,John Goble,J. Goble,John,Goble,10  ,,22200098
725,202049,Ben Taylor,B. Taylor,Ben,Taylor,46  ,,22200098
726,1179,Rodney Mott,R. Mott,Rodney,Mott,71  ,,22200100
727,202037,J.T. Orr,J. Orr,J.T.,Orr,72  ,,22200100
728,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200100
729,1201,Leon Wood,L. Wood,Leon,Wood,40  ,,22200102
730,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15  ,,22200102
731,202007,Nick Buchert,N. Buchert,Nick,Buchert,3   ,,22200102
732,1179,Rodney Mott,R. Mott,Rodney,Mott,71  ,,22200082
733,1198,Scott Wall,S. Wall,Scott,Wall,31  ,,22200082
734,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200082
735,201639,Josh Tiven,J. Tiven,Josh,Tiven,58  ,,22200084
736,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200084
737,1628485,Jamahl Ralls,J. Ralls,Jamahl,Ralls,94  ,,22200084
738,1162,Scott Foster,S. Foster,Scott,Foster,48  ,,22200085
739,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200085
740,1627524,Nate Green,N. Green,Nate,Green,65  ,,22200085
741,2530,Ed Malloy,E. Malloy,Ed,Malloy,14  ,,22200086
742,202037,J.T. Orr,J. Orr,J.T.,Orr,72  ,,22200086
743,1627541,Natalie Sago,N. Sago,Natalie,Sago,9   ,,22200086
744,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61  ,,22200087
745,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200087
746,1628168,Jenna Reneau,J. Reneau,Jenna,Reneau,93  ,,22200087
747,1151,Sean Corbin,S. Corbin,Sean,Corbin,33  ,,22200072
748,202049,Ben Taylor,B. Taylor,Ben,Taylor,46  ,,22200072
749,1627519,John Conley,J. Conley,John,Conley,79  ,,22200072
750,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200077
751,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7   ,,22200077
752,1628480,Robert Hussey,R. Hussey,Robert,Hussey,85  ,,22200077
753,1662,Bill Kennedy,B. Kennedy,Bill,Kennedy,55  ,,22200066
754,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200066
755,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200066
756,202049,Ben Taylor,B. Taylor,Ben,Taylor,46  ,,22200057
757,1627541,Natalie Sago,N. Sago,Natalie,Sago,9   ,,22200057
758,1628480,Robert Hussey,R. Hussey,Robert,Hussey,85  ,,22200057
759,1146,Tony Brothers,T. Brothers,Tony,Brothers,25  ,,22200058
760,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200058
761,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200058
762,1198,Scott Wall,S. Wall,Scott,Wall,31  ,,22200053
763,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200053
764,101283,Brian Forte,B. Forte,Brian,Forte,45  ,,22200053
765,1146,Tony Brothers,T. Brothers,Tony,Brothers,25  ,,22200045
766,202027,Tre Maddox,T. Maddox,Tre,Maddox,23  ,,22200045
767,1628951,John Butler,J. Butler,John,Butler,30  ,,22200045
768,2715,Eric Lewis,E. Lewis,Eric,Lewis,42  ,,22200048
769,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36  ,,22200048
770,202901,Matt Myers,M. Myers,Matt,Myers,43  ,,22200048
771,1204,Derek Richardson,D. Richardson,Derek,Richardson,63  ,,22200037
772,2005,Matt Boland,M. Boland,Matt,Boland,18  ,,22200037
773,2530,Ed Malloy,E. Malloy,Ed,Malloy,14  ,,22200037
774,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200039
775,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200039
776,1627963,Phenizee Ransom,P. Ransom,Phenizee,Ransom,70  ,,22200039
777,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200040
778,1626300,Ray Acosta,R. Acosta,Ray,Acosta,54  ,,22200040
779,1626301,Jason Goldenberg,J. Goldenberg,Jason,Goldenberg,35  ,,22200040
780,204059,Tyler Ford,T. Ford,Tyler,Ford,39  ,,22200031
781,1627529,Suyash Mehta,S. Mehta,Suyash,Mehta,82  ,,22200031
782,1627962,Jacyn Goble,J. Goble,Jacyn,Goble,68  ,,22200031
783,2715,Eric Lewis,E. Lewis,Eric,Lewis,42  ,,22200035
784,202035,Brett Nansel,B. Nansel,Brett,Nansel,44  ,,22200035
785,202901,Matt Myers,M. Myers,Matt,Myers,43  ,,22200035
786,101284,John Goble,J. Goble,John,Goble,10  ,,22200036
787,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200036
788,1627526,Matt Kallio,M. Kallio,Matt,Kallio,88  ,,22200036
789,202049,Ben Taylor,B. Taylor,Ben,Taylor,46  ,,22200018
790,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200018
791,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28  ,,22200018
792,2003,Pat Fraher,P. Fraher,Pat,Fraher,26  ,,22200019
793,101283,Brian Forte,B. Forte,Brian,Forte,45  ,,22200019
794,1627534,Andy Nagy,A. Nagy,Andy,Nagy,83  ,,22200019
795,1148,James Capers,J. Capers,James,Capers,19  ,,22200021
796,1151,Sean Corbin,S. Corbin,Sean,Corbin,33  ,,22200021
797,1628484,Dannica Mosher,D. Mosher,Dannica,Mosher,89  ,,22200021
798,1155,JB DeRosa,J. DeRosa,JB,DeRosa,22  ,,22200025
799,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200025
800,1629183,Pat O'Connell,P. O'Connell,Pat,O'Connell,90  ,,22200025
801,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61  ,,22200026
802,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200026
803,1627961,Brandon Adair,B. Adair,Brandon,Adair,67  ,,22200026
804,1146,Tony Brothers,T. Brothers,Tony,Brothers,25  ,,22200027
805,202053,Scott Twardoski,S. Twardoski,Scott,Twardoski,52  ,,22200027
806,203177,Lauren Holtkamp,L. Holtkamp,Lauren,Holtkamp,7   ,,22200027
807,202058,James Williams,J. Williams,James,Williams,60  ,,22200015
808,1627962,Jacyn Goble,J. Goble,Jacyn,Goble,68  ,,22200015
809,1627964,Jonathan Sterling,J. Sterling,Jonathan,Sterling,17  ,,22200015
810,1151,Sean Corbin,S. Corbin,Sean,Corbin,33  ,,22200003
811,2714,David Guthrie,D. Guthrie,David,Guthrie,16  ,,22200003
812,1628159,Mousa Dagher,M. Dagher,Mousa,Dagher,28  ,,22200003
813,1162,Scott Foster,S. Foster,Scott,Foster,48  ,,22200004
814,201638,Brent Barnaky,B. Barnaky,Brent,Barnaky,36  ,,22200004
815,1628953,Ashley Moyer-Gleich,A. Moyer-Gleich,Ashley,Moyer-Gleich,13  ,,22200004
816,201639,Josh Tiven,J. Tiven,Josh,Tiven,58  ,,22200008
817,202026,Karl Lane,K. Lane,Karl,Lane,77  ,,22200008
818,1626300,Ray Acosta,R. Acosta,Ray,Acosta,54  ,,22200008
819,2534,Zach Zarba,Z. Zarba,Zach,Zarba,15  ,,22200009
820,200832,Curtis Blair,C. Blair,Curtis,Blair,74  ,,22200009
821,203592,Dedric Taylor,D. Taylor,Dedric,Taylor,21  ,,22200009
822,1830,Marc Davis,M. Davis,Marc,Davis,8   ,,22200010
823,2002,Derrick Collins,D. Collins,Derrick,Collins,11  ,,22200010
824,203591,Mitchell Ervin,M. Ervin,Mitchell,Ervin,27  ,,22200010
825,1204,Derek Richardson,D. Richardson,Derek,Richardson,63  ,,22200013
826,2715,Eric Lewis,E. Lewis,Eric,Lewis,42  ,,22200013
827,204058,Gediminas Petraitis,G. Petraitis,Gediminas,Petraitis,50  ,,22200013
828,2004,Courtney Kirkland,C. Kirkland,Courtney,Kirkland,61  ,,22200014
829,203593,Justin Van Duyne,J. Van Duyne,Justin,Van Duyne,64  ,,22200014
830,1627961,Brandon Adair,B. Adair,Brandon,Adair,67  ,,22200014
